env_id,regime,seed,baseline_score,rhs_score,pct_delta_vs_baseline,rhs_won,baseline_run_dir,rhs_run_dir
cheetah-run,clean,31,932.158,934.833,0.287,True,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cheetah-run/clean/paper_horizon/s31,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cheetah-run/clean/adaptive_rhs/s31
cheetah-run,clean,42,944.059,932.274,-1.24828,False,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cheetah-run/clean/paper_horizon/s42,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cheetah-run/clean/adaptive_rhs/s42
cheetah-run,clean,7,943.961,942.65,-0.138848,False,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/cheetah-run/clean/paper_horizon/s7,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/cheetah-run/clean/adaptive_rhs/s7
cup-catch,chaos,1,766.75,772.15,0.704274,True,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/chaos/paper_horizon/s1,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/chaos/adaptive_rhs/s1
cup-catch,chaos,15,842.1,831.9,-1.21125,False,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/chaos/paper_horizon/s15,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/chaos/adaptive_rhs/s15
cup-catch,chaos,23,763.3,723.25,-5.24695,False,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/chaos/paper_horizon/s23,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/chaos/adaptive_rhs/s23
cup-catch,chaos,31,774.85,779.1,0.548493,True,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/chaos/paper_horizon/s31,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/chaos/adaptive_rhs/s31
cup-catch,chaos,42,865,711.6,-17.7341,False,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/chaos/paper_horizon/s42,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/chaos/adaptive_rhs/s42
cup-catch,chaos,7,929.65,937.35,0.828263,True,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/chaos/paper_horizon/s7,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/chaos/adaptive_rhs/s7
cup-catch,clean,1,976.9,978.4,0.153547,True,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/clean/paper_horizon/s1,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/clean/adaptive_rhs/s1
cup-catch,clean,15,984.75,984.55,-0.020311,False,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/clean/paper_horizon/s15,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/clean/adaptive_rhs/s15
cup-catch,clean,23,981.95,981.2,-0.0763786,False,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/clean/paper_horizon/s23,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/clean/adaptive_rhs/s23
cup-catch,clean,31,975.35,975.75,0.0410134,True,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/clean/paper_horizon/s31,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/clean/adaptive_rhs/s31
cup-catch,clean,42,990.5,989.85,-0.0656259,False,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/clean/paper_horizon/s42,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/clean/adaptive_rhs/s42
cup-catch,clean,7,983.15,982.05,-0.111889,False,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/clean/paper_horizon/s7,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/cup-catch/clean/adaptive_rhs/s7
finger-turn_hard,chaos,1,651,448.7,-31.0753,False,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/finger-turn_hard/chaos/paper_horizon/s1,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/finger-turn_hard/chaos/adaptive_rhs/s1
finger-turn_hard,chaos,15,510.1,753.45,47.7063,True,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/finger-turn_hard/chaos/paper_horizon/s15,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/finger-turn_hard/chaos/adaptive_rhs/s15
finger-turn_hard,chaos,23,669,839.45,25.4783,True,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/finger-turn_hard/chaos/paper_horizon/s23,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/finger-turn_hard/chaos/adaptive_rhs/s23
finger-turn_hard,chaos,31,678.55,747.5,10.1614,True,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/finger-turn_hard/chaos/paper_horizon/s31,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/finger-turn_hard/chaos/adaptive_rhs/s31
finger-turn_hard,chaos,42,436.35,640.7,46.8317,True,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/finger-turn_hard/chaos/paper_horizon/s42,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/finger-turn_hard/chaos/adaptive_rhs/s42
finger-turn_hard,chaos,7,580.45,838.75,44.5,True,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/finger-turn_hard/chaos/paper_horizon/s7,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/finger-turn_hard/chaos/adaptive_rhs/s7
finger-turn_hard,clean,1,772.7,918.8,18.9077,True,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/finger-turn_hard/clean/paper_horizon/s1,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/finger-turn_hard/clean/adaptive_rhs/s1
finger-turn_hard,clean,15,884.6,928.9,5.00792,True,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/finger-turn_hard/clean/paper_horizon/s15,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/finger-turn_hard/clean/adaptive_rhs/s15
finger-turn_hard,clean,23,872.45,866.25,-0.710644,False,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/finger-turn_hard/clean/paper_horizon/s23,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/finger-turn_hard/clean/adaptive_rhs/s23
finger-turn_hard,clean,31,735.35,777.2,5.69117,True,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/finger-turn_hard/clean/paper_horizon/s31,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/finger-turn_hard/clean/adaptive_rhs/s31
finger-turn_hard,clean,42,951.2,893.1,-6.10808,False,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/finger-turn_hard/clean/paper_horizon/s42,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/finger-turn_hard/clean/adaptive_rhs/s42
finger-turn_hard,clean,7,818.2,916.95,12.0692,True,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/finger-turn_hard/clean/paper_horizon/s7,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/finger-turn_hard/clean/adaptive_rhs/s7
fish-swim,clean,1,648.558,658.269,1.49721,True,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/fish-swim/clean/paper_horizon/s1,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/fish-swim/clean/adaptive_rhs/s1
fish-swim,clean,15,645.431,543.236,-15.8336,False,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/fish-swim/clean/paper_horizon/s15,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/fish-swim/clean/adaptive_rhs/s15
fish-swim,clean,7,723.557,674.227,-6.81767,False,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/fish-swim/clean/paper_horizon/s7,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/fish-swim/clean/adaptive_rhs/s7
hopper-hop,chaos,1,166.819,278.097,66.7054,True,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/hopper-hop/chaos/paper_horizon/s1,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/hopper-hop/chaos/adaptive_rhs/s1
hopper-hop,chaos,15,158.23,138.971,-12.1713,False,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/hopper-hop/chaos/paper_horizon/s15,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/hopper-hop/chaos/adaptive_rhs/s15
hopper-hop,chaos,23,148.679,197.094,32.5628,True,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/hopper-hop/chaos/paper_horizon/s23,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/hopper-hop/chaos/adaptive_rhs/s23
hopper-hop,chaos,31,177.199,171.029,-3.48243,False,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/hopper-hop/chaos/paper_horizon/s31,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/hopper-hop/chaos/adaptive_rhs/s31
hopper-hop,chaos,42,186.592,177.286,-4.98745,False,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/hopper-hop/chaos/paper_horizon/s42,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/hopper-hop/chaos/adaptive_rhs/s42
hopper-hop,chaos,7,292.399,159.09,-45.5915,False,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/hopper-hop/chaos/paper_horizon/s7,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/hopper-hop/chaos/adaptive_rhs/s7
hopper-hop,clean,1,542.805,570.146,5.03699,True,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/hopper-hop/clean/paper_horizon/s1,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/hopper-hop/clean/adaptive_rhs/s1
hopper-hop,clean,15,559.276,357.923,-36.0024,False,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/hopper-hop/clean/paper_horizon/s15,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/hopper-hop/clean/adaptive_rhs/s15
hopper-hop,clean,23,527.738,372.314,-29.451,False,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/hopper-hop/clean/paper_horizon/s23,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/hopper-hop/clean/adaptive_rhs/s23
hopper-hop,clean,31,583.709,614.467,5.26935,True,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/hopper-hop/clean/paper_horizon/s31,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/hopper-hop/clean/adaptive_rhs/s31
hopper-hop,clean,42,355.446,536.892,51.0476,True,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/hopper-hop/clean/paper_horizon/s42,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v3/hopper-hop/clean/adaptive_rhs/s42
