timestamp,event,run_id,status,job_id,attempt,env_id,regime,method,seed,paper_horizon,run_dir,launcher,git_commit,remote_commit,slurm_state,final_step,final_score,best_score,auc,wall_hours,checkpoint_ok,notes
2026-05-11T13:57:46+00:00,completed,setup_checkpoint_resume_smoke,passed,2007,1,cartpole-swingup,clean,checkpoint_resume_smoke,15,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_setup_v2/checkpoint_resume_smoke,scripts/ncc_corl_checkpoint_resume_smoke.sbatch,a1c43235adf581168ba215d0561a545c61f23f29,a1c43235adf581168ba215d0561a545c61f23f29,COMPLETED,0,,,,0.2944,True,checkpoint resume smoke passed; reused by v3 setup gate
2026-05-12T19:47:44+00:00,completed,corl500k__cartpole-swingup__chaos__adaptive_rhs__s1,completed,2068,1,cartpole-swingup,chaos,adaptive_rhs,1,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/cartpole-swingup/chaos/adaptive_rhs/s1,scripts/ncc_corl_adaptive_rhs_500k.sbatch,928ea8b855cbc8105f08d1ffed6991a41da9bf28,928ea8b855cbc8105f08d1ffed6991a41da9bf28,COMPLETED,500000,816.386474609375,860.4762573242188,754.4208312988281,2.0417,True,completed full 500k profile; reused finite v2 result in v3 ledger
2026-05-12T03:10:46+00:00,completed,corl500k__cartpole-swingup__chaos__adaptive_rhs__s15,completed,2042,1,cartpole-swingup,chaos,adaptive_rhs,15,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/cartpole-swingup/chaos/adaptive_rhs/s15,scripts/ncc_corl_adaptive_rhs_500k.sbatch,39af91997326904f21a5c924a55d4bd05052f8c7,39af91997326904f21a5c924a55d4bd05052f8c7,COMPLETED,500000,860.5714111328125,860.5714111328125,734.3488006591797,2.1781,True,completed full 500k profile; reused finite v2 result in v3 ledger
2026-05-13T08:51:42+00:00,completed,corl500k__cartpole-swingup__chaos__adaptive_rhs__s7,completed,2097,1,cartpole-swingup,chaos,adaptive_rhs,7,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/cartpole-swingup/chaos/adaptive_rhs/s7,scripts/ncc_corl_adaptive_rhs_500k.sbatch,62ba7b9ca67a20be7f365e898f591a5453a4f663,62ba7b9ca67a20be7f365e898f591a5453a4f663,COMPLETED,500000,861.5389404296875,861.5389404296875,758.4535827636719,2.1478,True,completed full 500k profile; reused finite v2 result in v3 ledger
2026-05-12T15:43:05+00:00,completed,corl500k__cartpole-swingup__chaos__paper_horizon__s1,completed,2066,1,cartpole-swingup,chaos,paper_horizon,1,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/cartpole-swingup/chaos/paper_horizon/s1,scripts/ncc_corl_paper_horizon_500k.sbatch,2af737050ae5062fe4974dc0ec929ba91499cecb,2af737050ae5062fe4974dc0ec929ba91499cecb,COMPLETED,500000,814.0921630859375,857.02685546875,733.8791778564453,1.7642,True,completed full 500k profile; reused finite v2 result in v3 ledger
2026-05-12T02:35:50+00:00,completed,corl500k__cartpole-swingup__chaos__paper_horizon__s15,completed,2041,1,cartpole-swingup,chaos,paper_horizon,15,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/cartpole-swingup/chaos/paper_horizon/s15,scripts/ncc_corl_paper_horizon_500k.sbatch,537a5e22a18b2c35acc0daa57f657adb49644755,537a5e22a18b2c35acc0daa57f657adb49644755,COMPLETED,500000,859.1907348632812,859.1907348632812,741.7343292236328,1.8119,True,completed full 500k profile; reused finite v2 result in v3 ledger
2026-05-13T08:12:54+00:00,completed,corl500k__cartpole-swingup__chaos__paper_horizon__s7,completed,2096,1,cartpole-swingup,chaos,paper_horizon,7,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/cartpole-swingup/chaos/paper_horizon/s7,scripts/ncc_corl_paper_horizon_500k.sbatch,5e80c13625a64542dbc1cb8870c1eb9ebcc199bf,5e80c13625a64542dbc1cb8870c1eb9ebcc199bf,COMPLETED,500000,856.4693603515625,859.3443603515625,747.9734924316406,1.7828,True,completed full 500k profile; reused finite v2 result in v3 ledger
2026-05-12T14:45:33+00:00,completed,corl500k__cartpole-swingup__clean__adaptive_rhs__s1,completed,2065,1,cartpole-swingup,clean,adaptive_rhs,1,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/cartpole-swingup/clean/adaptive_rhs/s1,scripts/ncc_corl_adaptive_rhs_500k.sbatch,d1f3b5a428228dad30162019baae5cd65c172d4f,d1f3b5a428228dad30162019baae5cd65c172d4f,COMPLETED,500000,864.9244384765625,867.6514892578125,776.2833679199218,1.9489,True,completed full 500k profile; reused finite v2 result in v3 ledger
2026-05-12T01:40:16+00:00,completed,corl500k__cartpole-swingup__clean__adaptive_rhs__s15,completed,2040,1,cartpole-swingup,clean,adaptive_rhs,15,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/cartpole-swingup/clean/adaptive_rhs/s15,scripts/ncc_corl_adaptive_rhs_500k.sbatch,29be1ead4d5d788e3017f10d95b2a88680111f5d,29be1ead4d5d788e3017f10d95b2a88680111f5d,COMPLETED,500000,879.806640625,882.7789306640625,788.3719329833984,1.8614,True,completed full 500k profile; reused finite v2 result in v3 ledger
2026-05-13T07:13:19+00:00,completed,corl500k__cartpole-swingup__clean__adaptive_rhs__s7,completed,2095,1,cartpole-swingup,clean,adaptive_rhs,7,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/cartpole-swingup/clean/adaptive_rhs/s7,scripts/ncc_corl_adaptive_rhs_500k.sbatch,8c4a46a3f5e69445c94a92744d5d4171b18839fd,8c4a46a3f5e69445c94a92744d5d4171b18839fd,COMPLETED,500000,882.3837890625,882.3837890625,776.1772277832031,1.6233,True,completed full 500k profile; reused finite v2 result in v3 ledger
2026-05-12T14:14:32+00:00,completed,corl500k__cartpole-swingup__clean__paper_horizon__s1,completed,2064,1,cartpole-swingup,clean,paper_horizon,1,3,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/corl_pub_500k_v2/cartpole-swingup/clean/paper_horizon/s1,scripts/ncc_corl_paper_horizon_500k.sbatch,d1f3b5a428228dad30162019baae5cd65c172d4f,d1f3b5a428228dad30162019baae5cd65c172d4f,COMPLETED,500000,882.1182861328125,882.3153076171875,786.9374633789063,1.3750,True,completed full 500k profile; reused finite v2 result in v3 ledger
