step,env_index,episode_index,episode_return,episode_length,selected_horizon
3992,0,0,12.201543807983398,500,3
3993,1,0,3.444315195083618,500,3
3994,2,0,11.288151741027832,500,3
3995,3,0,511.06658935546875,500,3
3996,4,0,2.955231189727783,500,3
3997,5,0,4.140066146850586,500,3
3998,6,0,7.213832855224609,500,3
3999,7,0,511.6062927246094,500,3
7992,0,1,344.1570129394531,500,3
7993,1,1,16.034194946289062,500,3
7994,2,1,58.76487731933594,500,3
7995,3,1,345.2864990234375,500,3
7996,4,1,59.73866653442383,500,3
7997,5,1,367.7161865234375,500,3
7998,6,1,18.606033325195312,500,3
7999,7,1,13.998889923095703,500,3
11992,0,2,367.8395080566406,500,3
11993,1,2,24.20733642578125,500,3
11994,2,2,10.814454078674316,500,3
11995,3,2,13.20620346069336,500,3
11996,4,2,372.0840759277344,500,3
11997,5,2,22.86205291748047,500,3
11998,6,2,8.614645957946777,500,3
11999,7,2,18.787147521972656,500,3
15992,0,3,3.7212014198303223,500,3
15993,1,3,22.25057029724121,500,3
15994,2,3,5.133553504943848,500,3
15995,3,3,305.3816833496094,500,3
15996,4,3,219.33163452148438,500,3
15997,5,3,20.0452880859375,500,3
15998,6,3,17.194486618041992,500,3
15999,7,3,377.9239501953125,500,3
19992,0,4,5.348155498504639,500,3
19993,1,4,14.390583038330078,500,3
19994,2,4,19.58330726623535,500,3
19995,3,4,85.28960418701172,500,3
19996,4,4,126.76695251464844,500,3
19997,5,4,520.1530151367188,500,3
19998,6,4,518.445556640625,500,3
19999,7,4,26.639636993408203,500,3
23992,0,5,14.252986907958984,500,3
23993,1,5,12.253451347351074,500,3
23994,2,5,16.229909896850586,500,3
23995,3,5,15.45634937286377,500,3
23996,4,5,10.594481468200684,500,3
23997,5,5,7.179685115814209,500,3
23998,6,5,8.593061447143555,500,3
23999,7,5,26.68096923828125,500,3
27992,0,6,52.20701217651367,500,3
27993,1,6,11.926386833190918,500,3
27994,2,6,522.9461059570312,500,3
27995,3,6,10.728784561157227,500,3
27996,4,6,25.151981353759766,500,3
27997,5,6,520.3707275390625,500,3
27998,6,6,91.63479614257812,500,3
27999,7,6,12.403314590454102,500,3
31992,0,7,11.095978736877441,500,3
31993,1,7,19.201143264770508,500,3
31994,2,7,10.038752555847168,500,3
31995,3,7,536.17919921875,500,3
31996,4,7,7.407189846038818,500,3
31997,5,7,4.533863067626953,500,3
31998,6,7,537.336181640625,500,3
31999,7,7,12.80234432220459,500,3
35992,0,8,8.71057415008545,500,3
35993,1,8,551.4482421875,500,3
35994,2,8,6.515611171722412,500,3
35995,3,8,546.038330078125,500,3
35996,4,8,9.121251106262207,500,3
35997,5,8,547.1636962890625,500,3
35998,6,8,8.208756446838379,500,3
35999,7,8,551.005859375,500,3
39992,0,9,441.0532531738281,500,3
39993,1,9,9.141101837158203,500,3
39994,2,9,554.5477294921875,500,3
39995,3,9,503.8736267089844,500,3
39996,4,9,9.164769172668457,500,3
39997,5,9,20.771432876586914,500,3
39998,6,9,18.422935485839844,500,3
39999,7,9,8.855371475219727,500,3
43992,0,10,49.31376266479492,500,3
43993,1,10,408.1759338378906,500,3
43994,2,10,43.13153076171875,500,3
43995,3,10,45.04319763183594,500,3
43996,4,10,36.97282028198242,500,3
43997,5,10,45.633338928222656,500,3
43998,6,10,305.3530578613281,500,3
43999,7,10,29.24632453918457,500,3
47992,0,11,42.147003173828125,500,3
47993,1,11,25.157268524169922,500,3
47994,2,11,249.12733459472656,500,3
47995,3,11,34.93526840209961,500,3
47996,4,11,426.358154296875,500,3
47997,5,11,26.983810424804688,500,3
47998,6,11,24.04694366455078,500,3
47999,7,11,27.29915428161621,500,3
51992,0,12,85.2336196899414,500,3
51993,1,12,49.46747589111328,500,3
51994,2,12,222.24867248535156,500,3
51995,3,12,54.602439880371094,500,3
51996,4,12,49.68132400512695,500,3
51997,5,12,72.11650848388672,500,3
51998,6,12,398.3521423339844,500,3
51999,7,12,570.3348999023438,500,3
55992,0,13,129.51913452148438,500,3
55993,1,13,589.2666625976562,500,3
55994,2,13,103.13444519042969,500,3
55995,3,13,558.7430419921875,500,3
55996,4,13,600.521484375,500,3
55997,5,13,236.73277282714844,500,3
55998,6,13,45.00593185424805,500,3
55999,7,13,92.53938293457031,500,3
59992,0,14,138.04766845703125,500,3
59993,1,14,104.71249389648438,500,3
59994,2,14,106.60840606689453,500,3
59995,3,14,141.70863342285156,500,3
59996,4,14,113.11520385742188,500,3
59997,5,14,559.7571411132812,500,3
59998,6,14,98.2926254272461,500,3
59999,7,14,311.9909973144531,500,3
63992,0,15,361.26751708984375,500,3
63993,1,15,241.44461059570312,500,3
63994,2,15,427.7947692871094,500,3
63995,3,15,431.0343017578125,500,3
63996,4,15,182.38352966308594,500,3
63997,5,15,247.54164123535156,500,3
63998,6,15,252.58511352539062,500,3
63999,7,15,326.1302185058594,500,3
67992,0,16,356.9754333496094,500,3
67993,1,16,378.03973388671875,500,3
67994,2,16,358.944580078125,500,3
67995,3,16,175.43087768554688,500,3
67996,4,16,530.555419921875,500,3
67997,5,16,485.754638671875,500,3
67998,6,16,486.3344421386719,500,3
67999,7,16,434.2921447753906,500,3
71992,0,17,238.2704620361328,500,3
71993,1,17,600.1669311523438,500,3
71994,2,17,229.479736328125,500,3
71995,3,17,290.1826477050781,500,3
71996,4,17,235.8270263671875,500,3
71997,5,17,190.9385223388672,500,3
71998,6,17,255.21775817871094,500,3
71999,7,17,272.5699768066406,500,3
75992,0,18,387.6948547363281,500,3
75993,1,18,401.5992126464844,500,3
75994,2,18,357.7261047363281,500,3
75995,3,18,430.13421630859375,500,3
75996,4,18,464.942138671875,500,3
75997,5,18,462.3944091796875,500,3
75998,6,18,464.97552490234375,500,3
75999,7,18,408.0462341308594,500,3
79992,0,19,425.8262939453125,500,3
79993,1,19,445.3057556152344,500,3
79994,2,19,432.92193603515625,500,3
79995,3,19,502.0965270996094,500,3
79996,4,19,366.97906494140625,500,3
79997,5,19,454.9076232910156,500,3
79998,6,19,437.1263732910156,500,3
79999,7,19,457.80255126953125,500,3
83992,0,20,418.4715576171875,500,3
83993,1,20,506.596435546875,500,3
83994,2,20,570.630859375,500,3
83995,3,20,383.538818359375,500,3
83996,4,20,473.01171875,500,3
83997,5,20,493.7637939453125,500,3
83998,6,20,503.137939453125,500,3
83999,7,20,461.76141357421875,500,3
87992,0,21,438.5573425292969,500,3
87993,1,21,476.35479736328125,500,3
87994,2,21,463.0063171386719,500,3
87995,3,21,456.099609375,500,3
