step,previous_horizon,selected_horizon,proposed_horizon,best_h,phase_id,phase_name,num_active_horizons,num_candidate_horizons,entropy,norm_entropy,prob_best_h,gauss_mean_best_h,gauss_post_std_best_h,best_fitness,deployment_score_best,incumbent_deployment_score,proposed_deployment_score,proposed_transition_cost,proposed_switch_probability,proposed_expected_net_benefit,transition_cost_best,transition_adjusted_score_best,switch_probability_best,expected_improvement_best,expected_loss_best,expected_net_benefit_best,return_term_best,roughness_term_best,return_std_term_best,learner_proxy_term_best,deployment_utility_enabled,deployment_utility_observations,deployment_utility_override,deployment_utility_selected_expected_gain,deployment_utility_selected_uncertainty,deployment_utility_selected_score,deployment_utility_proposed_expected_gain,deployment_utility_proposed_uncertainty,deployment_utility_proposed_score,deployment_utility_last_observed_gain,robust_return_best,query_total_s,query_model_diag_s,query_env_eval_s
70000,3,3,3,3,0,A,7,3,1.6704676151275635,0.8584504723548889,0.330078125,0.9269464612007141,1.0,0.9269464612007141,0.721712589263916,0.721712589263916,0.721712589263916,0.0,0.5,0.0,0.0,0.721712589263916,0.5,0.564189612865448,0.564189612865448,0.0,1.0,0.9434055685997009,0.7825635671615601,0.9775663018226624,1.0,0.0,0.0,0.0,150.0,47.5,0.0,150.0,47.5,0.0,351.8679504394531,45.099305673036724,14.615757280029356,29.481748225167394
120000,3,3,2,3,0,A,7,3,1.7282512187957764,0.888145387172699,0.31640625,0.809341549873352,0.0831591859459877,0.69173663854599,0.16252869367599487,0.16252869367599487,0.22644281387329102,0.059961333870887756,0.501115083694458,0.003952741622924805,0.0,0.16252869367599487,0.5,0.564189612865448,0.564189612865448,0.0,0.9976534247398376,0.8644125461578369,0.26549750566482544,0.7148743867874146,1.0,1.0,0.0,158.4180908203125,106.06601717798212,192.1120580088393,158.4180908203125,106.06601717798212,192.1120580088393,158.4180908203125,368.9036560058594,20.99565616203472,14.125385124702007,6.103775013238192
170000,3,3,3,3,0,A,7,3,1.6832914352416992,0.8650406002998352,0.33203125,0.862060546875,0.07018834352493286,0.9674986004829407,0.7033674716949463,0.7033674716949463,0.7033674716949463,0.0,0.5,0.0,0.0,0.7033674716949463,0.5,0.046917546540498734,0.046917546540498734,0.0,0.9636198878288269,0.9483779072761536,0.9587684273719788,0.8971480131149292,1.0,2.0,0.0,72.4969482421875,49.606594796560685,94.89859694132767,72.4969482421875,49.606594796560685,94.89859694132767,-13.4241943359375,351.5499572753906,6.121761717833579,0.01196578610688448,6.10160047467798
220000,3,3,2,3,0,A,7,3,1.6197595596313477,0.8323916792869568,0.392578125,0.8716457486152649,0.053291626274585724,0.9004013538360596,0.37250781059265137,0.37250781059265137,0.7476456165313721,0.0494648702442646,0.9495115280151367,0.3256729245185852,0.0494648702442646,0.6981807351112366,0.9495115280151367,0.3298686146736145,0.004195677116513252,0.3256729245185852,0.9854757785797119,0.940183162689209,0.7093906402587891,0.5921798944473267,1.0,3.0,1.0,55.045186360677086,37.18452796580254,69.32372772312623,55.045186360677086,37.18452796580254,69.32372772312623,20.14166259765625,366.2469482421875,6.147047854959965,0.011543077882379293,6.126872636377811
270000,3,3,3,3,0,A,7,3,1.6014635562896729,0.8229894042015076,0.373046875,0.8326780200004578,0.05506710708141327,0.6768069267272949,0.20982496440410614,0.20982496440410614,0.20982496440410614,0.0,0.5,0.0,0.0,0.20982496440410614,0.5,0.030066579580307007,0.030066579580307007,0.0,1.0,0.8633862733840942,0.24302560091018677,1.0,1.0,4.0,0.0,41.20262145996094,30.734076101976022,58.886140485454945,41.20262145996094,30.734076101976022,58.886140485454945,-0.3250732421875,373.9208068847656,21.196875473950058,14.303035266231745,6.090248007327318
320000,3,2,2,2,0,A,7,3,1.740203619003296,0.8942877054214478,0.017578125,0.41451844573020935,0.15868881344795227,0.7482718229293823,0.3134990334510803,2.4039167101364e-07,0.3134990334510803,0.05973513051867485,0.9157875776290894,0.25376367568969727,0.05973513051867485,0.25376391410827637,0.9157875776290894,0.2608649730682373,0.007101299241185188,0.25376367568969727,1.0,1.0,0.3134990334510803,1.0,1.0,5.0,0.0,0.0,150.0,47.5,0.0,150.0,47.5,-43.21038818359375,371.13275146484375,6.124301127158105,0.011710245627909899,6.103641805239022
370000,2,2,3,2,0,A,7,2,1.6497019529342651,0.8477790355682373,0.0,0.3598844110965729,0.14511936902999878,0.03208014369010925,9.67859477896127e-07,9.67859477896127e-07,0.2911517322063446,0.048081934452056885,0.8818046450614929,0.2430688589811325,0.048081934452056885,0.24306979775428772,0.8818046450614929,0.2549675703048706,0.01189870573580265,0.2430688589811325,0.9918661713600159,1.0,5.960464477539063e-08,1.0,1.0,6.0,1.0,30.389404296875,106.06601717798212,56.90590859137053,30.389404296875,106.06601717798212,56.90590859137053,30.389404296875,368.95758056640625,43.484764876775444,14.31254085386172,29.16190171893686
420000,2,3,3,3,0,A,7,2,1.637035608291626,0.841269850730896,0.345703125,0.7461915612220764,0.10333066433668137,0.9865675568580627,0.796663224697113,1.2941446136949253e-08,0.796663224697113,0.029084665700793266,0.9999856948852539,0.7675786018371582,0.029084665700793266,0.7675785422325134,0.9999856948852539,0.7675791382789612,5.659858288709074e-07,0.7675786018371582,1.0,0.9795994758605957,0.9670708775520325,0.8409456610679626,1.0,7.0,0.0,24.32001953125,28.631051694798874,41.47778245494972,24.32001953125,28.631051694798874,41.47778245494972,2.0985107421875,366.23370361328125,20.550365105737,14.421524847857654,6.117321938741952
470000,3,4,4,4,0,A,7,3,1.7468334436416626,0.8976947665214539,0.08203125,0.5479815006256104,0.14291919767856598,0.9677774310112,0.6484476923942566,1.4280758477980271e-05,0.6484476923942566,0.025385770946741104,0.9997111558914185,0.6230475902557373,0.025385770946741104,0.6230618953704834,0.9997111558914185,0.623060941696167,1.3335084076970816e-05,0.6230475902557373,1.0,0.8962018489837646,0.9788036942481995,0.7392196655273438,1.0,8.0,0.0,0.0,150.0,47.5,0.0,150.0,47.5,10.4954833984375,368.38238525390625,6.1086616748943925,0.011574428062886,6.088736332021654
