step,previous_horizon,selected_horizon,proposed_horizon,best_h,phase_id,phase_name,num_active_horizons,num_candidate_horizons,entropy,norm_entropy,prob_best_h,gauss_mean_best_h,gauss_post_std_best_h,best_fitness,deployment_score_best,incumbent_deployment_score,proposed_deployment_score,proposed_transition_cost,proposed_switch_probability,proposed_expected_net_benefit,transition_cost_best,transition_adjusted_score_best,switch_probability_best,expected_improvement_best,expected_loss_best,expected_net_benefit_best,return_term_best,roughness_term_best,return_std_term_best,learner_proxy_term_best,deployment_utility_enabled,deployment_utility_observations,deployment_utility_override,deployment_utility_selected_expected_gain,deployment_utility_selected_uncertainty,deployment_utility_selected_score,deployment_utility_proposed_expected_gain,deployment_utility_proposed_uncertainty,deployment_utility_proposed_score,deployment_utility_last_observed_gain,robust_return_best,query_total_s,query_model_diag_s,query_env_eval_s
70000,3,3,3,3,0,A,7,3,1.8344831466674805,0.9427378177642822,0.248046875,0.5608170628547668,1.0,0.5608170628547668,0.08802025765180588,0.08802025765180588,0.08802025765180588,0.0,0.5,0.0,0.0,0.08802025765180588,0.5,0.564189612865448,0.564189612865448,0.0,0.9999999403953552,0.9140369296073914,0.10822230577468872,0.8898200988769531,1.0,0.0,0.0,0.0,150.0,43.736405630898695,0.0,150.0,47.5,0.0,478.93267822265625,48.146475153043866,13.897380394861102,33.2912149913609
120000,3,3,3,3,0,A,7,3,1.7224059104919434,0.8851414918899536,0.046875,0.29621991515159607,0.187098428606987,0.03162277489900589,8.294647386719589e-07,8.294647386719589e-07,8.294647386719589e-07,0.0,0.5,0.0,0.0,8.294647386719589e-07,0.5,0.564189612865448,0.564189612865448,0.0,0.9845576286315918,0.9365530014038086,0.0,0.9425426125526428,1.0,1.0,0.0,10.1500244140625,106.06601717798212,36.66652870855803,0.0,150.0,47.5,10.1500244140625,480.6550598144531,31.967726127244532,14.55424943100661,16.554823196027428
170000,3,4,3,4,0,A,7,3,1.8111286163330078,0.9307359457015991,0.02734375,0.2663399279117584,0.13660366833209991,0.5902255773544312,0.08193857222795486,0.16350264847278595,0.16350264847278595,0.0,0.5,0.0,0.0,0.16350264847278595,0.5,0.10555899143218994,0.10555899143218994,0.0,0.9931857585906982,0.33756208419799805,0.3619799017906189,0.6891731023788452,1.0,2.0,1.0,0.0,150.0,42.51142619692652,0.0,150.0,42.51142619692652,0.79998779296875,479.9090576171875,16.71819779695943,0.011856731958687305,16.696947114076465
220000,4,5,4,5,0,A,7,3,1.5785892009735107,0.8112343549728394,0.4453125,0.8198000192642212,1.0,0.8198000192642212,0.2288653701543808,0.3077768385410309,0.3077768385410309,0.0,0.5,0.0,0.0,0.3077768385410309,0.5,0.07707037031650543,0.07707037031650543,0.0,0.9904288649559021,0.6361748576164246,0.7168543338775635,0.521530270576477,1.0,3.0,1.0,0.0,150.0,44.93607752752962,0.0,150.0,44.93607752752962,-4.8499755859375,480.0121154785156,48.71824647998437,13.944746383931488,33.91233948525041
270000,5,6,5,6,0,A,7,3,1.7159091234207153,0.8818027973175049,0.330078125,0.38331401348114014,1.0,0.38331401348114014,0.01133403554558754,5.259561248749378e-07,5.259561248749378e-07,0.0,0.5,0.0,0.0,5.259561248749378e-07,0.5,0.564189612865448,0.564189612865448,0.0,0.9920861124992371,0.6590355634689331,0.03301721811294556,0.5376971960067749,1.0,4.0,1.0,0.0,150.0,40.42266489090777,0.0,150.0,40.42266489090777,-0.800048828125,482.3971252441406,48.412140345200896,14.352953918743879,34.046882247086614
320000,6,7,5,7,0,A,7,3,1.65445876121521,0.8502235412597656,0.275390625,0.03162277489900589,1.0,0.03162277489900589,1.0150172258249768e-08,7.70408590256011e-08,0.08891098946332932,0.06291867792606354,0.5099877715110779,0.025992244482040405,0.06291867792606354,0.025992311537265778,0.5099877715110779,0.4272681772708893,0.4012759327888489,0.025992244482040405,0.9928910732269287,0.0,0.054674386978149414,0.1910218596458435,1.0,5.0,1.0,0.0,150.0,37.5,0.0,150.0,37.5,5.45001220703125,480.66943359375,56.22241238690913,14.732590122148395,41.479576136916876
370000,7,6,7,6,0,A,7,3,1.4940376281738281,0.7677834033966064,0.01171875,0.2655901312828064,0.09551740437746048,0.38183358311653137,0.006055252160876989,2.7785723943907215e-08,2.7785723943907215e-08,0.0,0.5,0.0,0.0,2.7785723943907215e-08,0.5,0.564189612865448,0.564189612865448,0.0,0.9863917827606201,0.3751221299171448,0.057445228099823,0.2968299984931946,1.0,6.0,1.0,5.45001220703125,106.06601717798212,41.96651650152678,5.45001220703125,106.06601717798212,41.96651650152678,-4.8499755859375,481.67303466796875,48.387631070800126,14.220804355107248,34.15683226194233
420000,6,5,6,5,0,A,7,3,1.5220931768417358,0.7822011113166809,0.34375,0.492940753698349,0.1451435536146164,0.49545732140541077,0.025630978867411613,1.0561549856902275e-07,1.0561549856902275e-07,0.0,0.5,0.0,0.0,1.0561549856902275e-07,0.5,0.0538899265229702,0.0538899265229702,0.0,0.9714291095733643,0.47390007972717285,0.13089406490325928,0.4639957547187805,1.0,7.0,1.0,-0.800048828125,106.06601717798212,35.71645546637053,-0.800048828125,106.06601717798212,35.71645546637053,4.64996337890625,473.6210021972656,16.961389031726867,0.0123145398683846,16.93857043189928
470000,5,4,5,4,0,A,7,3,1.5112106800079346,0.7766086459159851,0.15625,0.4210478663444519,0.10560277849435806,0.4477883279323578,0.02556632272899151,0.015657251700758934,0.015657251700758934,0.0,0.5,0.0,0.0,0.015657251700758934,0.5,0.08188848197460175,0.08188848197460175,0.0,1.0,0.9654614925384521,0.04164332151412964,0.6358987092971802,1.0,8.0,1.0,-4.8499755859375,106.06601717798212,31.66652870855803,-4.8499755859375,106.06601717798212,31.66652870855803,-0.75,483.47332763671875,16.96812004223466,0.011117700953036547,16.948427229188383
